DEMANDANTE,Nome da Proposta/Iniciativa Estruturante,Unidade de Conservação,Observações,VALOR TOTAL ALOCADO,Valor da Iniciativa (R$),Valor Total da Iniciativa,SALDO,Nº SEI,AÇÃO DE APLICAÇÃO,CATEGORIA UC,CNUC,GR,BIOMA,UF
 - ,Fortalecimento da Regularização fundiária nas Unidades de Conservação de Proteção integral,PARNA GRANDE SERTÃO VEREDAS,,2000000.0,2000000.0,2000000.0,0.0,,Regularização Fundiária,PARNA,0000.00.0183,GR4 - Sudeste,Cerrado,MG
 - ,Fortalecimento da Regularização fundiária nas Unidades de Conservação de Proteção integral,PARNA MAPINGUARI,,3000000.0,3000000.0,3000000.0,0.0,,Regularização Fundiária,PARNA,0000.00.1633,GR1 - Norte,Amazônia,AM/RO
 - ,Fortalecimento da Regularização fundiária nas Unidades de Conservação de Proteção integral,PARNA SERRA DAS CONFUSÕES,,2000000.0,2000000.0,2000000.0,0.0,,Regularização Fundiária,PARNA,0000.00.0146,GR2 - Nordeste,Caatinga - Cerrado,PI
 - ,Fortalecimento da Regularização fundiária nas Unidades de Conservação de Proteção integral,REBIO NASCENTES SERRA DO CACHIMBO,,3000000.0,3000000.0,3000000.0,0.0,,Regularização Fundiária,REBIO,0000.00.0216,GR1 - Norte,Amazônia,PA
 - ,Fortalecimento da Regularização fundiária nas Unidades de Conservação de Uso Sustentável,RESEX CHICO MENDES,,1000000.0,1000000.0,1000000.0,0.0,,Regularização Fundiária,RESEX,0000.00.0222,GR1 - Norte,Amazônia,AC
 - ,Fortalecimento da Regularização fundiária nas Unidades de Conservação de Uso Sustentável,RESEX LAGO DO CEDRO,,350000.0,350000.0,350000.0,0.0,,Regularização Fundiária,RESEX,0000.00.0287,GR3 - Centro-Oeste,Cerrado,GO
 - ,Fortalecimento da Regularização fundiária nas Unidades de Conservação de Uso Sustentável,RESEX VERDE PARA SEMPRE,,3000000.0,3000000.0,3000000.0,0.0,,Regularização Fundiária,RESEX,0000.00.0260,GR1 - Norte,Amazônia,PA
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,APA CAVERNAS DO PERUAÇU,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,APA,0000.00.0002,GR4 - Sudeste,Caatinga - Cerrado,MG
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,APA DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,APA,0000.00.0005,GR4 - Sudeste,Mata Atlântica,RJ
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,APA DE PETRÓPOLIS,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,APA,0000.00.0010,GR4 - Sudeste,Mata Atlântica,RJ
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,APA SERRA DA MANTIQUEIRA,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,APA,0000.00.0011,GR4 - Sudeste,Mata Atlântica,MG/RJ/SP
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,APA DE CAIRUÇU,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,APA,0000.00.0013,GR4 - Sudeste,Área Marinha - Mata Atlântica,RJ
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,APA DE CANANÉIA-IGUAPÉ-PERUÍBE,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,APA,0000.00.0014,GR4 - Sudeste,Área Marinha - Mata Atlântica,SP
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,APA DE GUAPI-MIRIM,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,APA,0000.00.0016,GR4 - Sudeste,Área Marinha - Mata Atlântica,RJ
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,APA DE GUARAQUEÇABA,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,APA,0000.00.0017,GR5 - Sul,Área Marinha - Mata Atlântica,PR
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,APA MORRO DA PEDREIRA,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,APA,0000.00.0027,GR4 - Sudeste,Cerrado - Mata Atlântica,MG
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,APA SERRA DA TABATINGA,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,APA,0000.00.0012,GR2 - Nordeste,Cerrado,TO
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,APA BACIA DO PARAÍBA DO SUL,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,APA,0000.00.1521,GR4 - Sudeste,Mata Atlântica,SP
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,ARIE ILHA AMEIXAL,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,ARIE,0000.00.0036,GR4 - Sudeste,Mata Atlântica,SP
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,ARIE ILHAS QUEIMADA GRANDE E QUEIMADA PEQUENA,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,ARIE,0000.00.0037,GR4 - Sudeste,Área Marinha - Mata Atlântica,SP
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,ESEC DA GUANABARA,,400000.0,400000.0,400000.0,0.0,,Implementação da UC,ESEC,0000.00.0263,GR4 - Sudeste,Área Marinha - Mata Atlântica,RJ
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,ESEC DE GUARAQUEÇABA,,400000.0,400000.0,400000.0,0.0,,Implementação da UC,ESEC,0000.00.0054,GR5 - Sul,Área Marinha - Mata Atlântica,PR
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,ESEC DE TAMOIOS,,400000.0,400000.0,400000.0,0.0,,Implementação da UC,ESEC,0000.00.0063,GR4 - Sudeste,Área Marinha - Mata Atlântica,RJ
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,ESEC DOS TUPINIQUINS,,400000.0,400000.0,400000.0,0.0,,Implementação da UC,ESEC,0000.00.0071,GR4 - Sudeste,Área Marinha - Mata Atlântica,SP
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,ESEC,0000.00.0076,GR3 - Centro-Oeste,Cerrado,BA/TO
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,FLONA DE GOYTACAZES,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,FLONA,0000.00.0091,GR4 - Sudeste,Mata Atlântica,ES
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,FLONA DE LORENA,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,FLONA,0000.00.0098,GR4 - Sudeste,Mata Atlântica,SP
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,FLONA DE PASSA QUATRO,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,FLONA,0000.00.0129,GR4 - Sudeste,Mata Atlântica,MG
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,FLONA DE AMAPÁ,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,FLONA,0000.00.0113,GR1 - Norte,Amazônia,AP
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,FLONA DE JATUARANA,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,FLONA,0000.00.0119,GR1 - Norte,Amazônia,AM
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,MONA DAS ILHAS CAGARRAS,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,MONA,0000.00.0034,GR4 - Sudeste,Área Marinha - Mata Atlântica,RJ
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA CAVERNAS DO PERUAÇU,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,PARNA,0000.00.0135,GR4 - Sudeste,Caatinga - Cerrado,MG
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA DA SERRA DA BOCAINA,,400000.0,400000.0,400000.0,0.0,,Implementação da UC,PARNA,0000.00.0142,GR4 - Sudeste,Área Marinha - Mata Atlântica,RJ/SP
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA DA SERRA DA CAPIVARA,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,PARNA,0000.00.0145,GR2 - Nordeste,Caatinga,PI
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA SERRA DAS CONFUSÕES,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,PARNA,0000.00.0146,GR2 - Nordeste,Caatinga - Cerrado,PI
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA DA SERRA DA CIPÓ,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,PARNA,0000.00.0148,GR4 - Sudeste,Cerrado - Mata Atlântica,MG
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA DA SERRA DO GANDARELA,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,PARNA,0000.00.3136,GR4 - Sudeste,Mata Atlântica,MG
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA DA SERRA DOS ORGÃOS,,400000.0,400000.0,400000.0,0.0,,Implementação da UC,PARNA,0000.00.0152,GR4 - Sudeste,Mata Atlântica,RJ
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA DA TIJUCA,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,PARNA,0000.00.0154,GR4 - Sudeste,Mata Atlântica,RJ
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA DAS NASCENTES DO RIO PARNAIBA,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,PARNA,0000.00.0156,GR2 - Nordeste,Cerrado,BA/MA/PI/TO
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA DAS SEMPRE VIVAS,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,PARNA,0000.00.0157,GR4 - Sudeste,Cerrado,MG
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA DE ANAVILHANAS,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,PARNA,0000.00.0049,GR1 - Norte,Amazônia,AM
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA DO ITATIAIA,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,PARNA,0000.00.0184,GR4 - Sudeste,Mata Atlântica,MG/RJ
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA DE SAINT-HILAIRE/LANGE,,400000.0,400000.0,400000.0,0.0,,Implementação da UC,PARNA,0000.00.0164,GR5 - Sul,Mata Atlântica,PR
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA DO DESCOBRIMENTO,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,PARNA,0000.00.0171,GR2 - Nordeste,Mata Atlântica,BA
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA DO JAÚ,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,PARNA,0000.00.0173,GR1 - Norte,Amazônia,AM
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA DO JURUENA,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,PARNA,0000.00.0281,GR3 - Centro-Oeste,Amazônia,AM/MT
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA PAU BRASIL,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,PARNA,0000.00.0176,GR2 - Nordeste,Mata Atlântica,BA
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA DO SUPERAGUI,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,PARNA,0000.00.0178,GR5 - Sul,Área Marinha - Mata Atlântica,PR
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA DOS CAMPOS AMAZÔNICOS,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,PARNA,0000.00.0284,GR1 - Norte,Amazônia,AM/MT/RO
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA DO MONTE PASCOAL,,400000.0,400000.0,400000.0,0.0,,Implementação da UC,PARNA,0000.00.0182,GR2 - Nordeste,Área Marinha - Mata Atlântica,BA
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA GRANDE SERTÃO VEREDAS,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,PARNA,0000.00.0183,GR4 - Sudeste,Cerrado,MG
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,PARNA MONTANHAS DO TUMUCUMAQUE,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,PARNA,0000.00.0187,GR1 - Norte,Amazônia,AM/PA
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,REBIO DE COMBOIOS,,400000.0,400000.0,400000.0,0.0,,Implementação da UC,REBIO,0000.00.0195,GR4 - Sudeste,Área Marinha - Mata Atlântica,ES
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,REBIO DE POÇO DAS ANTAS,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,REBIO,0000.00.0215,GR4 - Sudeste,Mata Atlântica,RJ
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,REBIO DE SOORETAMA,,400000.0,400000.0,400000.0,0.0,,Implementação da UC,REBIO,0000.00.0201,GR4 - Sudeste,Mata Atlântica,ES
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,REBIO DO JARU,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,REBIO,0000.00.0208,GR1 - Norte,Amazônia,RO
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,REBIO DO TINGUÁ,,400000.0,400000.0,400000.0,0.0,,Implementação da UC,REBIO,0000.00.0212,GR4 - Sudeste,Mata Atlântica,RJ
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,REBIO UNIÃO,,400000.0,400000.0,400000.0,0.0,,Implementação da UC,REBIO,0000.00.0217,GR4 - Sudeste,Mata Atlântica,RJ
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,RESEX MANDIRA,,400000.0,400000.0,400000.0,0.0,,Implementação da UC,RESEX,0000.00.0234,GR4 - Sudeste,Mata Atlântica,SP
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,RESEX CORUMBAU,,400000.0,400000.0,400000.0,0.0,,Implementação da UC,RESEX,0000.00.0252,GR2 - Nordeste,Área Marinha - Mata Atlântica,BA
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,RESEX DO RIO UNINI,,0.0,400000.0,400000.0,400000.0,,Implementação da UC,RESEX,0000.00.0283,GR1 - Norte,Amazônia,AM
DIMAN,Reconhecimento e Implementação de Mosaicos de Áreas Protegidas,REVIS DO RIO DOS FRADES,,400000.0,400000.0,400000.0,0.0,,Implementação da UC,REVIS,0000.00.1813,GR2 - Nordeste,Área Marinha - Mata Atlântica,BA
DIBIO,Programa Monitora,APA CHAPADA DO ARARIPE,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,APA,0000.00.0008,GR2 - Nordeste,Caatinga,CE/PE/PI
DIBIO,Programa Monitora,APA COSTA DAS ALGAS,,0.0,330000.0,330000.0,330000.0,19874995.0,Implementação da UC,APA,0000.00.1912,GR4 - Sudeste,Área Marinha - Mata Atlântica,ES
DIBIO,Programa Monitora,APA DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,,0.0,330000.0,330000.0,330000.0,19874995.0,Implementação da UC,APA,0000.00.0005,GR4 - Sudeste,Mata Atlântica,RJ
DIBIO,Programa Monitora,APA DE CANANÉIA-IGUAPÉ-PERUÍBE,,0.0,330000.0,330000.0,330000.0,19874995.0,Implementação da UC,APA,0000.00.0014,GR4 - Sudeste,Área Marinha - Mata Atlântica,SP
DIBIO,Programa Monitora,APA DE GUAPI-MIRIM,,0.0,330000.0,330000.0,330000.0,19874995.0,Implementação da UC,APA,0000.00.0016,GR4 - Sudeste,Área Marinha - Mata Atlântica,RJ
DIBIO,Programa Monitora,APA DE GUARAQUEÇABA,,0.0,330000.0,330000.0,330000.0,19874995.0,Implementação da UC,APA,0000.00.0017,GR5 - Sul,Área Marinha - Mata Atlântica,PR
DIBIO,Programa Monitora,APA IBIRAPUITÃ,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,APA,0000.00.0021,GR5 - Sul,Pampa,RS
DIBIO,Programa Monitora,ARIE PROJETO DINÂMICA BIOLÓGICA DE FRAGMENTOS FLORESTAIS,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,ARIE,0000.00.0043,GR1 - Norte,Amazônia,AM
DIBIO,Programa Monitora,ESEC DA GUANABARA,,330000.0,330000.0,330000.0,0.0,19874995.0,Implementação da UC,ESEC,0000.00.0263,GR4 - Sudeste,Área Marinha - Mata Atlântica,RJ
DIBIO,Programa Monitora,ESEC DE CARIJÓS,,330000.0,330000.0,330000.0,0.0,19874995.0,Implementação da UC,ESEC,0000.00.0052,GR5 - Sul,Área Marinha - Mata Atlântica,SC
DIBIO,Programa Monitora,ESEC DE CUNIÃ,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,ESEC,0000.00.0053,GR1 - Norte,Amazônia,AM/RO
DIBIO,Programa Monitora,ESEC DE PIRAPITINGA,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,ESEC,0000.00.0061,GR4 - Sudeste,Cerrado,MG
DIBIO,Programa Monitora,ESEC DOS TUPINIQUINS,,330000.0,330000.0,330000.0,0.0,19874995.0,Implementação da UC,ESEC,0000.00.0071,GR4 - Sudeste,Área Marinha - Mata Atlântica,SP
DIBIO,Programa Monitora,ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,ESEC,0000.00.0076,GR3 - Centro-Oeste,Cerrado,BA/TO
DIBIO,Programa Monitora,FLONA DE BRASÍLIA,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,FLONA,0000.00.0086,GR3 - Centro-Oeste,Cerrado,DF/GO
DIBIO,Programa Monitora,FLONA DE CAPÃO BONITO,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,FLONA,0000.00.0079,GR4 - Sudeste,Cerrado - Mata Atlântica,SP
DIBIO,Programa Monitora,FLONA DE CAXIUANÃ,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,FLONA,0000.00.0089,GR1 - Norte,Amazônia,PA
DIBIO,Programa Monitora,FLONA DE CONTENDAS DO SINCORÁ,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,FLONA,0000.00.0081,GR2 - Nordeste,Caatinga,BA
DIBIO,Programa Monitora,FLONA DE JACUNDÁ,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,FLONA,0000.00.0097,GR1 - Norte,Amazônia,RO
DIBIO,Programa Monitora,FLONA DE MULATA,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,FLONA,0000.00.0099,GR1 - Norte,Amazônia,PA
DIBIO,Programa Monitora,FLONA DE SÃO FRANCISCO DE PAULA,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,FLONA,0000.00.0133,GR5 - Sul,Mata Atlântica,RS
DIBIO,Programa Monitora,FLONA DE TEFÉ,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,FLONA,0000.00.0112,GR1 - Norte,Amazônia,AM
DIBIO,Programa Monitora,FLONA DE AMAPÁ,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,FLONA,0000.00.0113,GR1 - Norte,Amazônia,AP
DIBIO,Programa Monitora,FLONA DO IQUIRI,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,FLONA,0000.00.1612,GR1 - Norte,Amazônia,AM
DIBIO,Programa Monitora,FLONA DO JAMANXIM,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,FLONA,0000.00.0266,GR1 - Norte,Amazônia,PA
DIBIO,Programa Monitora,FLONA DO JAMARI,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,FLONA,0000.00.0118,GR1 - Norte,Amazônia,RO
DIBIO,Programa Monitora,FLONA DE TAPAJÓS,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,FLONA,0000.00.0123,GR1 - Norte,Amazônia,PA
DIBIO,Programa Monitora,PARNA DA CHAPADA DOS GUIMARÃES,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,PARNA,0000.00.0138,GR3 - Centro-Oeste,Cerrado,MT
DIBIO,Programa Monitora,PARNA DA SERRA DA BODOQUENA,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,PARNA,0000.00.0143,GR3 - Centro-Oeste,Cerrado,MS
DIBIO,Programa Monitora,PARNA DA SERRA GERAL,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,PARNA,0000.00.0153,GR5 - Sul,Mata Atlântica,RS/SC
DIBIO,Programa Monitora,PARNA DAS EMAS,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,PARNA,0000.00.0155,GR3 - Centro-Oeste,Cerrado,GO
DIBIO,Programa Monitora,PARNA DAS SEMPRE VIVAS,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,PARNA,0000.00.0157,GR4 - Sudeste,Cerrado,MG
DIBIO,Programa Monitora,PARNA DE APARADOS DA SERRA,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,PARNA,0000.00.0158,GR5 - Sul,Mata Atlântica,RS/SC
DIBIO,Programa Monitora,PARNA DE BRASÍLIA,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,PARNA,0000.00.0159,GR3 - Centro-Oeste,Cerrado,DF/GO
DIBIO,Programa Monitora,PARNA DE UBAJARA,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,PARNA,0000.00.0167,GR2 - Nordeste,Caatinga,CE
DIBIO,Programa Monitora,PARNA DO DESCOBRIMENTO,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,PARNA,0000.00.0171,GR2 - Nordeste,Mata Atlântica,BA
DIBIO,Programa Monitora,PARNA DO ACARI,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,PARNA,0000.00.3410,GR1 - Norte,Amazônia,AM
DIBIO,Programa Monitora,PARNA DO ALTO CARIRI,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,PARNA,0000.00.1910,GR2 - Nordeste,Mata Atlântica,BA
DIBIO,Programa Monitora,PARNA DO MONTE PASCOAL,,585000.0,585000.0,585000.0,0.0,19874995.0,Implementação da UC,PARNA,0000.00.0182,GR2 - Nordeste,Área Marinha - Mata Atlântica,BA
DIBIO,Programa Monitora,PARNA DO PICO DA NEBLINA,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,PARNA,0000.00.0177,GR1 - Norte,Amazônia,AM
DIBIO,Programa Monitora,PARNA GRANDE SERTÃO VEREDAS,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,PARNA,0000.00.0183,GR4 - Sudeste,Cerrado,MG
DIBIO,Programa Monitora,REBIO AUGUSTO RUSCHI,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,REBIO,0000.00.0191,GR4 - Sudeste,Mata Atlântica,ES
DIBIO,Programa Monitora,REBIO DA MATA ESCURA,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,REBIO,0000.00.0193,GR4 - Sudeste,Mata Atlântica,MG
DIBIO,Programa Monitora,REBIO DAS PEROBAS,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,REBIO,0000.00.0275,GR5 - Sul,Mata Atlântica,PR
DIBIO,Programa Monitora,REBIO DE UNA,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,REBIO,0000.00.0202,GR2 - Nordeste,Mata Atlântica,BA
DIBIO,Programa Monitora,REBIO DO TINGUÁ,,585000.0,585000.0,585000.0,0.0,19874995.0,Implementação da UC,REBIO,0000.00.0212,GR4 - Sudeste,Mata Atlântica,RJ
DIBIO,Programa Monitora,RESEX SÃO JOÃO DA PONTA,,0.0,330000.0,330000.0,330000.0,19874995.0,Implementação da UC,RESEX,0000.00.0228,GR1 - Norte,Amazônia,PA
DIBIO,Programa Monitora,RESEX DO BATOQUE,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,RESEX,0000.00.0231,GR2 - Nordeste,Área Marinha - Caatinga,CE
DIBIO,Programa Monitora,RESEX LAGO DO CUNIÃ,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,RESEX,0000.00.0233,GR1 - Norte,Amazônia,RO
DIBIO,Programa Monitora,RESEX MANDIRA,,330000.0,330000.0,330000.0,0.0,19874995.0,Implementação da UC,RESEX,0000.00.0234,GR4 - Sudeste,Mata Atlântica,SP
DIBIO,Programa Monitora,RESEX QUILOMBO DO FRECHAL,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,RESEX,0000.00.1520,GR1 - Norte,Amazônia,MA
DIBIO,Programa Monitora,RESEX MARINHA ARAI-PEROBA,,0.0,330000.0,330000.0,330000.0,19874995.0,Implementação da UC,RESEX,0000.00.0247,GR1 - Norte,Amazônia - Área Marinha,PA
DIBIO,Programa Monitora,RESEX MARINHA DE GURUPI-PIRIÁ,,330000.0,330000.0,330000.0,0.0,19874995.0,Implementação da UC,RESEX,0000.00.0249,GR1 - Norte,Amazônia - Área Marinha,PA
DIBIO,Programa Monitora,RESEX MARINHA DE SOURE,,0.0,330000.0,330000.0,330000.0,19874995.0,Implementação da UC,RESEX,0000.00.0254,GR1 - Norte,Amazônia - Área Marinha,PA
DIBIO,Programa Monitora,RESEX MARINHA PIRAJUBAÉ,,0.0,330000.0,330000.0,330000.0,19874995.0,Implementação da UC,RESEX,0000.00.0255,GR5 - Sul,Área Marinha - Mata Atlântica,SC
DIBIO,Programa Monitora,REVIS DE SANTA CRUZ,,330000.0,330000.0,330000.0,0.0,19874995.0,Implementação da UC,REVIS,0000.00.1911,GR4 - Sudeste,Área Marinha - Mata Atlântica,ES
DIBIO,Programa Monitora,PARNA DOS CAMPOS FERRUGINOSOS,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,PARNA,0000.00.3519,GR1 - Norte,Amazônia,PA
DIBIO,Programa Monitora,RESEX ARAPIRANGA-TROMAÍ,,0.0,330000.0,330000.0,330000.0,19874995.0,Implementação da UC,RESEX,0000.00.3654,GR1 - Norte,Amazônia - Área Marinha,MA
DIBIO,Programa Monitora,RESEX DA BAÍA DO TUBARÃO,,330000.0,330000.0,330000.0,0.0,19874995.0,Implementação da UC,RESEX,0000.00.3653,GR1 - Norte,Amazônia - Área Marinha - Cerrado,MA
DIBIO,Programa Monitora,RESEX ITAPETININGA,,0.0,330000.0,330000.0,330000.0,19874995.0,Implementação da UC,RESEX,0000.00.3651,GR1 - Norte,Amazônia,MA
DIBIO,Programa Monitora,PARNA DE JERICOACOARA,,330000.0,330000.0,330000.0,0.0,19874995.0,Implementação da UC,PARNA,0000.00.0162,GR2 - Nordeste,Área Marinha - Caatinga,CE
